SS ID,Strike,Dip Direction,Dip,Rake,Length (km),Width (km),Min Depth (km),Max Depth (km),Rupture Area,Average slip (m),Mw (W&C94),Mw (K&A),M0 (Nm),LonA,LatA,LonB,LatB,Lon1,Lat1,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Slip rate
170.0,70.0,160.0,65.0,330.0,45.0,12.0,0.0,10.9,540.0,0.96,6.8,6.8,1.76e+19,29.3422,35.8569,29.8119,35.9953,29.3422,35.8569,29.8119,35.9953,29.8311,35.9524,29.3616,35.814,
226.0,206.0,296.0,60.0,225.0,28.0,15.5,0.0,13.4,434.0,0.81,6.6,6.6,1.06e+19,25.4329,36.3963,25.296,36.1699,25.4329,36.3963,25.296,36.1699,25.2183,36.2005,25.3551,36.4268,
242.0,83.0,173.0,43.0,258.0,68.0,29.0,0.0,19.8,1972.0,1.6,7.3,7.3,1.0745e+20,27.6943,36.9957,28.4546,37.0703,27.6943,36.9957,28.4546,37.0703,28.4832,36.8809,27.7238,36.8064,
261.0,75.0,165.0,70.0,253.0,75.0,31.0,0.0,29.1,2325.0,1.98,7.4,7.4,1.38e+20,26.1346,39.4527,26.9794,39.6273,26.1346,39.4527,26.9794,39.6273,27.0111,39.5352,26.1668,39.3606,
302.0,257.0,347.0,65.0,250.0,22.0,13.0,0.0,11.8,286.0,0.59,6.4,6.4,5.60067e+18,27.0607,38.4047,26.8148,38.3602,27.0607,38.4047,26.8148,38.3602,26.8006,38.4083,27.0466,38.4528,
307.0,286.0,16.0,65.0,280.0,55.0,25.0,0.0,22.7,1375.0,1.36,7.1,7.1,6.19e+19,27.8859,38.4916,27.2779,38.6279,27.8859,38.4916,27.2779,38.6279,27.3112,38.7193,27.9196,38.5829,
308.0,308.0,38.0,65.0,300.0,27.0,15.0,0.0,13.6,405.0,0.71,6.6,6.6,9.53688e+18,27.9629,38.6164,27.7177,38.7659,27.9629,38.6164,27.7177,38.7659,27.7627,38.8108,28.0079,38.6613,
310.0,278.0,8.0,65.0,280.0,27.0,15.0,0.0,13.6,405.0,0.71,6.6,6.6,9.53688e+18,27.643,38.407,27.3361,38.4407,27.643,38.407,27.3361,38.4407,27.3461,38.4972,27.6532,38.4634,
320.0,76.0,166.0,60.0,250.0,23.0,13.5,0.0,11.7,310.5,0.62,6.5,6.5,6.35118e+18,27.2403,37.821,27.4945,37.8711,27.2403,37.821,27.4945,37.8711,27.513,37.8122,27.259,37.7621,
321.0,100.0,190.0,60.0,275.0,32.0,17.0,0.0,14.7,544.0,0.83,6.7,6.7,1.49784e+19,27.497,37.9088,27.8561,37.8588,27.497,37.9088,27.8561,37.8588,27.8392,37.7835,27.4803,37.8335,
322.0,79.0,169.0,60.0,265.0,44.0,21.0,0.0,18.2,924.0,1.1,7.0,7.0,3.36882e+19,27.8647,37.8514,28.3569,37.927,27.8647,37.8514,28.3569,37.927,28.3795,37.8343,27.8876,37.7588,
323.0,55.0,145.0,51.0,227.0,33.0,17.5,0.0,13.6,577.5,0.86,6.7,6.7,1.64125e+19,27.1561,37.6079,27.4633,37.7782,27.1561,37.6079,27.4633,37.7782,27.535,37.697,27.2279,37.5268,
324.0,301.0,31.0,80.0,207.0,41.0,11.5,0.0,11.3,471.5,0.92,6.7,6.7,1.4303e+19,27.9456,37.2138,27.5482,37.4037,27.9456,37.2138,27.5482,37.4037,27.5598,37.4191,27.9572,37.2292,
710.0,357.0,87.0,40.0,255.0,50.0,23.0,0.0,14.8,1150.0,1.36,7.1,7.1,4.692e+19,20.6585,40.8106,20.6273,41.2596,20.6585,40.8106,20.6273,41.2596,20.8374,41.2679,20.8679,40.8189,
711.0,185.0,275.0,58.0,278.0,24.0,14.0,0.0,11.9,336.0,0.67,6.5,6.5,6.7536e+18,20.8115,40.7016,20.7867,40.4866,20.8115,40.7016,20.7867,40.4866,20.6993,40.4924,20.7239,40.7074,
715.0,343.0,73.0,45.0,285.0,59.0,26.0,0.0,18.4,1534.0,1.59,7.2,7.2,7.31666e+19,21.373,41.127,21.1662,41.6344,21.373,41.127,21.1662,41.6344,21.3774,41.6827,21.5834,41.1753,
721.0,42.0,132.0,65.0,330.0,81.0,15.5,0.0,14.0,1255.5,1.7,7.1,7.1,6.40014e+19,20.2246,41.2473,20.8756,41.7886,20.2246,41.2473,20.8756,41.7886,20.9341,41.7492,20.283,41.2079,
722.0,45.0,135.0,60.0,300.0,32.0,17.0,0.0,14.7,544.0,0.92,6.7,6.7,1.49784e+19,20.8895,41.9652,21.1636,42.1686,20.8895,41.9652,21.1636,42.1686,21.2364,42.1146,20.9623,41.9111,
750.0,269.0,359.0,45.0,270.0,46.0,22.0,0.0,15.6,1012.0,1.28,7.0,7.0,3.87192e+19,23.2428,41.3744,22.6916,41.3672,23.2428,41.3744,22.6916,41.3672,22.6881,41.5071,23.2398,41.5143,
752.0,309.0,39.0,45.0,310.0,45.0,21.5,0.0,15.2,967.5,1.28,7.0,7.0,3.7152e+19,22.5637,41.4055,22.1436,41.6601,22.5637,41.4055,22.1436,41.6601,22.2585,41.7664,22.6788,41.5117,
756.0,295.0,25.0,60.0,330.0,37.0,11.0,0.0,9.5,407.0,0.94,6.6,6.6,1.14204e+19,21.665,41.8864,21.2594,42.027,21.665,41.8864,21.2594,42.027,21.2875,42.0718,21.6931,41.9312,
760.0,253.0,343.0,55.0,250.0,39.0,19.5,0.0,16.0,760.5,1.1,6.9,6.9,2.50082e+19,23.226,41.873,22.7759,41.7704,23.226,41.873,22.7759,41.7704,22.7363,41.8666,23.1866,41.9692,
761.0,287.0,17.0,60.0,300.0,30.0,16.0,0.0,13.9,480.0,0.86,6.7,6.7,1.2384e+19,23.6237,41.7985,23.2774,41.8773,23.6237,41.7985,23.2774,41.8773,23.3056,41.9461,23.6521,41.8673,
762.0,306.0,36.0,60.0,310.0,44.0,21.0,0.0,18.2,924.0,1.22,7.0,7.0,3.36882e+19,24.1707,41.6361,23.7416,41.8687,24.1707,41.6361,23.7416,41.8687,23.816,41.9451,24.2452,41.7125,
765.0,293.0,23.0,65.0,310.0,69.0,29.0,0.0,26.3,2001.0,1.83,7.3,7.3,1.09877e+20,24.5075,42.0407,23.7369,42.2831,24.5075,42.0407,23.7369,42.2831,23.7948,42.3846,24.5659,42.1421,
766.0,294.0,24.0,65.0,310.0,69.0,29.0,0.0,26.3,2001.0,1.83,7.3,7.3,1.09855e+20,25.107,41.9277,24.3435,42.1801,25.107,41.9277,24.3435,42.1801,24.4037,42.2808,25.1677,42.0284,
