SN,Year,MoDaHrMnSecs,Lat,Lon,Dep,MMf,sd2,n2,nMw
000369.,1911,0106083000.00,37.9000,21.2000,0,5.2,0.180,2,0
000370.,1911,0118034807.00,38.5000,22.2000,0,5.2,0.180,2,0
000371.,1911,0123233721.00,38.5000,22.2000,0,5.2,0.180,2,0
000372.,1911,0218213512.00,41.1000,20.7000,0,6.4,0.105,4,0
000373.,1911,0218213800.00,41.1000,20.7000,0,5.5,0.105,4,0
000374.,1911,0218225900.00,41.1000,20.7000,0,5.3,0.180,2,0
000375.,1911,0220034500.00,41.1000,20.7000,0,5.4,0.180,1,0
000376.,1911,0220151530.00,41.1000,20.7000,0,5.2,0.180,2,0
000377.,1911,0221134600.00,41.1000,20.7000,0,5.2,0.180,1,0
000378.,1911,0222020800.00,41.1000,20.7000,0,5.9,0.180,1,0
000379.,1911,0223025700.00,41.1000,20.7000,0,4.8,0.180,1,0
000380.,1911,0223035900.00,41.1000,20.7000,0,4.7,0.180,1,0
000381.,1911,0223041200.00,41.5000,20.5000,0,5.0,0.180,1,0
000382.,1911,0223113400.00,41.1000,20.7000,0,5.5,0.180,1,0
000383.,1911,0225102655.00,37.8000,22.0000,0,5.1,0.180,2,0
000384.,1911,0304083205.00,38.0000,22.0000,0,5.0,0.180,2,0
000385.,1911,0304084320.00,37.7000,22.2000,0,5.1,0.180,2,0
000386.,1911,0305005500.00,41.0000,20.7000,0,4.8,0.180,1,0
000387.,1911,0305033300.00,42.5000,22.5000,30,5.0,0.180,2,0
000388.,1911,0305195558.00,37.7000,22.2000,0,5.3,0.135,3,0
000389.,1911,0305220830.00,37.7000,22.2000,20,5.1,0.180,2,0
000390.,1911,0309020000.00,41.7000,20.7000,0,5.1,0.180,2,0
000391.,1911,0311191530.00,41.6000,22.4000,0,5.0,0.180,2,0
000392.,1911,0311204018.00,42.0000,23.0000,0,5.5,0.135,3,0
000393.,1911,0316031243.00,38.2000,22.2000,0,5.2,0.135,3,0
000394.,1911,0404154347.34,36.4063,25.8835,15,6.9,0.122,3,0
000395.,1911,0430204230.00,36.0000,30.0000,180,6.0,0.108,4,0
000396.,1911,0514010909.00,38.7000,20.7000,0,5.0,0.180,2,0
000397.,1911,0524232618.00,38.8000,20.8000,0,5.2,0.135,3,0
000398.,1911,0702024554.00,38.5000,21.3000,0,4.9,0.180,1,0
000399.,1911,0806165246.00,37.7000,21.2000,0,5.3,0.180,2,0
000400.,1911,0816150100.00,39.5000,22.0000,0,5.0,0.180,1,0
000401.,1911,0820234700.00,41.0000,20.8000,0,4.8,0.180,1,0
000402.,1911,0920232428.00,37.5000,22.5000,0,5.3,0.135,3,0
000403.,1911,0924060400.00,41.5000,20.8000,0,5.0,0.180,1,0
000404.,1911,1008012830.00,37.0000,22.0000,0,5.0,0.180,2,0
000405.,1911,1022223145.00,39.5000,23.0000,0,5.8,0.105,4,0
000406.,1911,1031230903.00,39.5000,23.0000,0,5.0,0.122,3,0
000407.,1911,1130012500.00,38.2000,21.8000,0,5.0,0.180,2,0
000408.,1911,1209000000.00,37.8000,29.3000,0,5.3,0.180,1,0
000409.,1912,0124162313.41,37.8993,21.0181,15,6.5,0.105,4,0
000410.,1912,0125060000.00,38.1000,20.8000,0,5.5,0.180,1,0
000411.,1912,0125195238.00,38.1000,20.8000,0,5.7,0.105,4,0
000412.,1912,0126152614.00,38.1000,20.8000,0,5.3,0.135,3,0
000413.,1912,0203030300.00,38.1000,20.8000,0,4.8,0.180,1,0
000414.,1912,0204144100.00,38.1000,20.8000,0,4.8,0.180,1,0
000415.,1912,0204192630.00,38.1000,20.8000,0,5.2,0.180,1,0
000416.,1912,0205020215.00,38.1000,20.8000,0,4.9,0.180,1,0
000417.,1912,0210185535.00,38.1000,20.8000,0,5.2,0.180,2,0
000418.,1912,0213080354.00,41.1000,20.8000,0,5.9,0.105,4,0
000419.,1912,0215093030.00,41.1000,20.1000,0,5.3,0.180,2,0
000420.,1912,0215173000.00,42.6000,26.4000,2,4.3,0.180,1,0
000421.,1912,0221053510.00,38.0000,20.5000,0,5.0,0.180,1,0
000422.,1912,0224144100.00,41.8000,19.5000,3,4.7,0.180,1,0
000423.,1912,0225230239.00,38.1000,20.8000,0,5.2,0.180,2,0
000424.,1912,0226203400.00,40.5000,21.0000,0,5.3,0.135,3,0
000425.,1912,0305012500.00,38.1000,20.8000,0,5.4,0.180,2,0
000426.,1912,0306174256.00,38.1000,20.8000,0,5.1,0.180,2,0
000427.,1912,0314141132.00,37.5000,21.5000,0,5.1,0.180,2,0
000428.,1912,0317233000.00,38.3000,27.5000,0,5.1,0.180,1,0
000429.,1912,0317234530.00,38.1000,20.8000,0,5.2,0.180,2,0
000430.,1912,0322184024.00,38.3000,23.3000,0,5.2,0.180,2,0
000431.,1912,0401104000.00,40.5000,20.8000,0,5.2,0.180,2,0
000432.,1912,0408061725.00,38.1000,20.5000,0,5.0,0.180,2,0
000433.,1912,0408090138.00,38.1000,20.5000,0,5.4,0.180,2,0
000434.,1912,0408091137.00,38.0000,20.5000,0,5.1,0.180,2,0
000435.,1912,0408112245.00,38.0000,20.5000,0,4.8,0.180,1,0
000436.,1912,0415232707.00,38.2000,20.5000,0,5.2,0.135,3,0
000437.,1912,0416161400.00,38.2000,20.5000,0,5.0,0.180,1,0
000438.,1912,0418235900.00,38.0000,20.5000,0,5.1,0.180,2,0
000439.,1912,0419002040.00,38.2000,20.5000,0,5.3,0.135,3,0
000440.,1912,0419005828.00,38.2000,20.5000,0,5.3,0.180,2,0
000441.,1912,0421012450.00,38.2000,20.5000,0,4.7,0.180,1,0
000442.,1912,0421025342.00,37.5000,19.5000,35,5.2,0.135,3,0
000443.,1912,0505150000.00,38.2000,20.5000,0,4.8,0.180,1,0
000444.,1912,0515220300.00,38.2000,20.5000,0,5.0,0.180,1,0
000445.,1912,0517163800.00,34.5000,24.8000,0,5.7,0.135,3,0
000446.,1912,0517174856.00,34.2000,23.7000,0,5.1,0.180,2,0
000447.,1912,0608073301.00,39.5000,19.8000,0,5.1,0.180,2,0
000448.,1912,0613085900.00,38.2000,20.5000,0,4.8,0.180,1,0
000449.,1912,0701033750.00,38.3000,22.1000,0,5.0,0.180,2,0
000450.,1912,0809012903.82,40.6375,27.0234,15,7.0,0.130,1,0
000451.,1912,0810092353.00,40.6000,27.1000,0,6.1,0.105,4,0
000452.,1912,0810183020.00,40.6000,27.1000,0,5.3,0.135,3,0
000453.,1912,0811071900.00,40.6000,27.1000,0,5.2,0.180,1,0
000454.,1912,0811081944.00,40.6000,27.1000,0,5.0,0.180,2,0
000455.,1912,0913233100.00,40.1000,26.8000,0,6.6,0.105,4,0
000456.,1912,0916210418.00,40.7000,27.0000,0,5.0,0.135,3,0
000457.,1912,0928125347.00,38.0000,20.5000,0,5.1,0.135,3,0
000458.,1912,1021093100.00,40.5000,27.0000,0,4.9,0.180,1,0
000459.,1912,1021234000.00,40.5000,27.0000,0,5.1,0.180,2,0
000460.,1912,1107195258.00,41.9000,24.0000,0,5.1,0.180,2,0
000461.,1912,1123160300.00,38.0000,24.0000,0,5.1,0.180,1,0
000462.,1913,0105043400.00,37.5000,22.2000,0,5.3,0.180,2,0
000463.,1913,0124022831.00,38.1000,20.8000,0,4.9,0.180,1,0
000464.,1913,0202063000.00,38.8000,27.9000,0,5.0,0.180,1,0
000465.,1913,0224115300.00,42.0000,19.5000,0,5.0,0.180,1,0
000466.,1913,0315043357.00,38.0000,20.5000,0,5.1,0.180,2,0
000467.,1913,0424170000.00,40.8000,27.6000,0,5.1,0.180,1,0
000468.,1913,0510133900.00,36.0000,22.0000,0,5.2,0.180,1,0
000469.,1913,0525090305.00,38.5000,21.8000,0,4.6,0.180,1,0
000470.,1913,0614121300.00,43.0000,25.0000,0,5.2,0.180,1,0
000471.,1913,0705220612.00,35.9000,23.2000,0,5.1,0.180,2,0
000472.,1913,0706070548.00,35.9000,23.2000,0,5.4,0.135,3,0
000473.,1913,0706075230.00,35.9000,23.2000,0,5.2,0.180,2,0
000474.,1913,0930073336.00,35.0000,24.0000,0,5.9,0.105,4,0
000475.,1913,1008183723.00,37.0000,21.5000,0,5.0,0.180,1,0
000476.,1913,1030032500.00,35.0000,23.0000,0,5.3,0.180,1,0
000477.,1913,1031182000.00,35.0000,23.0000,0,4.8,0.180,1,0
000478.,1913,1121152500.00,35.0000,27.0000,0,5.2,0.180,1,0
000479.,1913,1201224429.00,37.7000,23.2000,0,5.1,0.180,2,0
000480.,1914,0108062300.00,41.0000,20.0000,0,4.8,0.180,1,0
000481.,1914,0118081129.00,39.0000,23.5000,0,4.9,0.180,1,0
000482.,1914,0118103413.00,39.0000,23.5000,0,4.9,0.180,1,0
000483.,1914,0118125058.00,39.0000,23.5000,0,4.8,0.180,1,0
000484.,1914,0120095404.00,39.0000,23.5000,0,4.8,0.180,1,0
000485.,1914,0120112747.00,39.0000,23.5000,0,4.6,0.180,1,0
000486.,1914,0120184320.00,38.3000,21.8000,0,5.1,0.180,2,0
000487.,1914,0131061600.00,38.3000,21.8000,0,4.9,0.180,1,0
000488.,1914,0131221625.00,38.3000,21.8000,0,4.7,0.180,1,0
000489.,1914,0201183400.00,36.0000,26.0000,0,5.2,0.180,1,0
000490.,1914,0207153500.00,38.5000,24.3000,33,4.9,0.180,1,0
000491.,1914,0208080000.00,37.8000,27.0000,0,5.0,0.180,1,0
000492.,1914,0213090500.00,37.7000,21.4000,0,4.8,0.180,1,0
000493.,1914,0225022136.00,41.0000,22.0000,0,4.7,0.180,1,0
000494.,1914,0303122054.00,41.7000,23.0000,0,5.0,0.180,1,0
000495.,1914,0319032000.00,41.5000,20.5000,0,4.8,0.180,1,0
000496.,1914,0322115006.00,41.7000,21.8000,0,4.6,0.180,1,0
000497.,1914,0322115730.00,40.0000,26.0000,0,4.9,0.180,1,0
000498.,1914,0322125006.00,41.7000,21.8000,30,5.0,0.180,1,0
000499.,1914,0323050916.00,38.6000,22.3000,0,4.6,0.180,1,0
000500.,1914,0505190000.00,43.0000,25.2000,4,4.5,0.180,1,0
000501.,1914,0513220000.00,43.0000,25.5000,2,3.8,0.180,1,0
000502.,1914,0516185435.00,38.2000,20.7000,0,5.1,0.180,2,0
000503.,1914,0618020000.00,41.8000,22.9000,0,4.6,0.180,1,0
000504.,1914,0711193442.00,38.5000,21.0000,0,4.9,0.180,2,0
000505.,1914,0802000638.00,38.4000,21.8000,0,5.0,0.180,2,0
000506.,1914,0803180000.00,37.9000,28.9000,0,5.0,0.180,1,0
000507.,1914,0805195600.00,38.0000,20.5000,0,5.5,0.180,1,0
000508.,1914,0914235902.00,38.5000,20.5000,0,4.8,0.180,1,0
000509.,1914,0917130555.00,37.7000,21.0000,0,5.5,0.180,2,0
000510.,1914,0917130640.00,37.8000,21.0000,40,5.4,0.220,1,0
000511.,1914,0930051715.00,37.7000,21.0000,0,4.8,0.180,1,0
000512.,1914,1003220706.00,38.0000,30.0000,0,6.7,0.169,2,0
000513.,1914,1003232300.00,38.0000,30.0000,0,5.0,0.180,1,0
000514.,1914,1004002200.00,38.0000,30.0000,0,5.0,0.180,1,0
000515.,1914,1004020700.00,38.0000,30.0000,0,5.0,0.180,1,0
000516.,1914,1004155000.00,38.0000,30.0000,0,5.2,0.180,1,0
000517.,1914,1004162000.00,38.0000,30.0000,0,4.8,0.180,1,0
000518.,1914,1004175000.00,38.0000,30.0000,0,4.8,0.180,1,0
000519.,1914,1004181000.00,38.0000,30.0000,0,5.0,0.180,1,0
000520.,1914,1004184800.00,38.0000,30.0000,0,5.3,0.180,1,0
000521.,1914,1004202800.00,38.0000,30.0000,0,4.9,0.180,1,0
000522.,1914,1005120900.00,38.0000,30.0000,0,5.0,0.180,1,0
000523.,1914,1006123000.00,38.0000,30.0000,0,5.0,0.180,1,0
000524.,1914,1008161300.00,38.0000,30.0000,0,5.1,0.180,1,0
000525.,1914,1010131300.00,38.0000,30.0000,0,5.2,0.180,1,0
000526.,1914,1011094500.00,38.0000,30.0000,0,5.4,0.180,1,0
000527.,1914,1013203800.00,38.0000,30.0000,0,4.9,0.180,1,0
000528.,1914,1017001300.00,38.0000,30.0000,0,5.1,0.180,1,0
000529.,1914,1017062226.00,38.0000,23.5000,0,5.9,0.105,4,0
000530.,1914,1017104211.00,38.2000,23.5000,0,5.5,0.105,4,0
000531.,1914,1017132012.00,38.2000,23.5000,0,4.9,0.180,2,0
000532.,1914,1018015350.00,38.3000,23.4000,0,4.6,0.180,1,0
000533.,1914,1018031020.00,38.3000,23.4000,22,4.7,0.180,1,0
000534.,1914,1018092550.00,38.3000,23.4000,0,4.6,0.180,1,0
000535.,1914,1019114810.00,38.3000,23.4000,0,4.8,0.180,1,0
000536.,1914,1020073740.00,38.3000,23.4000,20,4.8,0.180,1,0
000537.,1914,1020090720.00,38.3000,23.4000,0,4.8,0.180,1,0
000538.,1914,1020112505.00,38.3000,23.4000,0,4.6,0.180,1,0
000539.,1914,1021002935.00,38.3000,23.4000,0,4.7,0.180,1,0
000540.,1914,1021095725.00,38.3000,23.4000,0,4.8,0.180,1,0
000541.,1914,1024002300.00,38.3000,23.4000,0,4.6,0.180,1,0
000542.,1914,1025191110.00,38.3000,23.4000,0,4.7,0.180,1,0
000543.,1914,1026194730.00,38.3000,23.4000,0,4.6,0.180,1,0
000544.,1914,1030015640.00,38.3000,23.4000,0,4.9,0.180,1,0
000545.,1914,1031014205.00,38.3000,23.4000,0,4.7,0.180,1,0
000546.,1914,1108163620.00,38.3000,23.4000,0,4.8,0.180,1,0
000547.,1914,1117132012.00,38.3000,23.4000,0,4.8,0.180,1,0
000548.,1914,1117162640.00,37.8000,21.2000,0,5.0,0.180,1,0
000549.,1914,1123090203.00,38.8000,20.6000,0,5.0,0.135,3,0
000550.,1914,1123090426.00,38.8000,20.6000,0,5.2,0.105,4,0
000551.,1914,1127143942.00,38.8000,20.5000,0,6.1,0.105,4,0
000552.,1914,1128103800.00,38.8000,20.6000,0,4.9,0.180,1,0
000553.,1914,1129051400.00,38.8000,20.6000,0,4.9,0.180,1,0
000554.,1914,1202025700.00,38.2000,23.5000,0,4.0,0.180,1,0
000555.,1914,1202071005.00,38.2000,22.2000,0,4.7,0.180,1,0
000556.,1914,1203203335.00,38.8000,20.5000,0,4.6,0.169,2,0
000557.,1914,1211042900.00,38.8000,20.6000,0,4.7,0.180,1,0
000558.,1914,1224124654.00,37.8000,21.2000,0,5.2,0.180,2,0
000559.,1915,0107093952.00,35.4000,24.1000,0,5.0,0.180,2,0
000560.,1915,0117063000.00,41.2000,22.5000,0,4.6,0.180,1,0
000561.,1915,0117100800.00,37.7000,20.5000,0,5.0,0.180,2,0
000562.,1915,0127010948.00,38.5000,20.5000,0,6.3,0.105,4,0
000563.,1915,0202005220.00,38.3000,23.4000,0,4.8,0.180,1,0
000564.,1915,0204130300.00,36.0000,21.0000,0,4.9,0.180,1,0
000565.,1915,0210191840.00,38.5000,20.7000,0,4.8,0.180,1,0
000566.,1915,0220081300.00,39.2000,20.5000,0,5.1,0.105,4,0
000567.,1915,0225192935.00,37.0000,21.0000,0,4.8,0.180,1,0
000568.,1915,0227195320.00,37.2000,22.0000,0,4.8,0.180,1,0
000569.,1915,0320125710.00,38.3000,20.7000,0,4.6,0.180,1,0
000570.,1915,0417051935.00,38.3000,23.4000,0,4.7,0.180,1,0
000571.,1915,0503180500.00,36.3000,22.0000,0,4.8,0.180,1,0
000572.,1915,0516223403.00,38.5000,20.6000,0,5.0,0.180,2,0
000573.,1915,0517002645.00,38.0000,21.0000,0,4.8,0.180,1,0
000574.,1915,0517103923.00,38.0000,21.0000,0,5.5,0.180,2,0
000575.,1915,0604135745.00,37.7000,21.2000,0,5.0,0.180,2,0
000576.,1915,0604172202.00,39.1000,21.4000,0,5.8,0.135,3,0
000577.,1915,0623213615.00,38.8000,20.7000,0,4.7,0.180,1,0
000578.,1915,0624052024.00,35.0000,24.0000,0,5.5,0.135,3,0
000579.,1915,0624061718.00,35.0000,24.0000,0,5.2,0.135,3,0
000580.,1915,0624063325.00,35.0000,24.0000,0,4.9,0.180,1,0
000581.,1915,0626044534.00,38.4000,23.7000,0,5.0,0.180,2,0
000582.,1915,0710102807.00,38.0000,23.0000,0,5.0,0.180,2,0
000583.,1915,0721230145.00,38.3000,22.2000,0,5.0,0.180,1,0
000584.,1915,0807150403.00,38.5000,20.5000,0,6.4,0.105,4,0
000585.,1915,0807153500.00,38.5000,20.7000,16,5.0,0.180,1,0
000586.,1915,0807175103.00,38.5000,20.5000,0,5.2,0.180,2,0
000587.,1915,0807190018.00,38.5000,20.5000,0,5.0,0.180,1,0
000588.,1915,0807201130.00,38.5000,20.5000,0,4.8,0.180,1,0
000589.,1915,0807224900.00,38.5000,20.5000,0,5.0,0.180,1,0
000590.,1915,0808032118.00,38.5000,20.5000,0,5.0,0.180,2,0
000591.,1915,0808044248.00,38.5000,20.5000,0,5.0,0.180,1,0
000592.,1915,0808050748.00,38.5000,20.5000,0,4.7,0.180,1,0
000593.,1915,0808055130.00,38.5000,20.5000,0,4.9,0.180,1,0
000594.,1915,0808115925.00,38.5000,20.5000,0,5.0,0.180,1,0
000595.,1915,0808124930.00,38.5000,20.5000,0,5.0,0.180,1,0
000596.,1915,0809055930.00,38.5000,20.5000,0,5.0,0.180,2,0
000597.,1915,0809103440.00,38.5000,20.5000,0,4.8,0.180,1,0
000598.,1915,0810004754.00,38.5000,20.5000,0,5.7,0.135,3,0
000599.,1915,0810020236.00,38.5000,20.5000,0,6.1,0.135,3,0
000600.,1915,0810022406.00,38.5000,20.5000,0,5.0,0.180,2,0
000601.,1915,0810025300.00,38.5000,20.5000,0,4.8,0.180,1,0
000602.,1915,0810030555.00,38.5000,20.5000,0,5.0,0.180,1,0
000603.,1915,0810033538.00,38.5000,20.5000,0,5.2,0.180,2,0
000604.,1915,0810035730.00,38.5000,20.5000,0,4.9,0.180,1,0
000605.,1915,0810073500.00,38.5000,20.7000,0,4.7,0.180,1,0
000606.,1915,0810074800.00,38.5000,20.7000,0,4.7,0.180,1,0
000607.,1915,0810134800.00,38.5000,20.7000,0,4.7,0.180,1,0
000608.,1915,0810232400.00,38.5000,20.7000,0,4.7,0.180,1,0
000609.,1915,0810235910.00,38.5000,20.5000,0,4.8,0.180,1,0
000610.,1915,0811024500.00,38.5000,20.7000,0,4.7,0.180,1,0
000611.,1915,0811080554.00,38.5000,20.5000,0,5.1,0.180,1,0
000612.,1915,0811080620.00,38.5000,20.7000,50,5.1,0.180,1,0
000613.,1915,0811091012.00,38.5000,20.5000,0,6.0,0.105,4,0
000614.,1915,0811094948.00,38.5000,20.5000,0,4.8,0.180,1,0
000615.,1915,0811095812.00,38.5000,20.5000,0,5.6,0.135,3,0
000616.,1915,0811101600.00,38.5000,20.7000,0,4.7,0.180,1,0
000617.,1915,0811110000.00,38.5000,20.7000,0,4.7,0.180,1,0
000618.,1915,0811112700.00,38.5000,20.7000,0,4.7,0.180,1,0
000619.,1915,0811112910.00,38.5000,20.7000,0,4.7,0.180,1,0
000620.,1915,0811124300.00,38.5000,20.7000,0,4.7,0.180,1,0
000621.,1915,0811124900.00,38.5000,20.7000,0,4.7,0.180,1,0
000622.,1915,0811125500.00,38.5000,20.7000,0,4.7,0.180,1,0
000623.,1915,0811132518.00,38.5000,20.5000,0,4.9,0.180,1,0
000624.,1915,0811140706.00,38.5000,20.5000,0,4.8,0.180,1,0
000625.,1915,0811144500.00,38.5000,20.7000,0,4.7,0.180,1,0
000626.,1915,0811165725.00,38.5000,20.7000,0,4.7,0.180,1,0
000627.,1915,0811171400.00,38.5000,29.7000,0,4.7,0.180,1,0
000628.,1915,0811173900.00,38.5000,20.7000,0,4.7,0.180,1,0
000629.,1915,0811174914.00,38.5000,20.5000,0,4.9,0.180,2,0
000630.,1915,0811182500.00,38.5000,20.7000,0,4.7,0.180,1,0
000631.,1915,0811222500.00,38.5000,20.7000,0,4.7,0.180,1,0
000632.,1915,0811235700.00,38.5000,20.7000,0,4.7,0.180,1,0
000633.,1915,0812005630.00,38.5000,20.7000,22,5.0,0.180,1,0
000634.,1915,0812073842.00,38.5000,20.5000,0,5.0,0.180,1,0
000635.,1915,0812120806.00,38.5000,20.5000,0,5.0,0.180,2,0
000636.,1915,0812132700.00,38.5000,20.7000,0,4.8,0.180,1,0
000637.,1915,0812220336.00,38.5000,20.5000,0,5.0,0.180,2,0
000638.,1915,0813000200.00,38.5000,20.7000,0,4.7,0.180,1,0
000639.,1915,0813002842.00,38.5000,20.5000,0,4.6,0.180,1,0
000640.,1915,0813014800.00,38.5000,20.7000,0,4.7,0.180,1,0
000641.,1915,0813032720.00,38.5000,20.7000,0,4.8,0.180,1,0
000642.,1915,0814165940.00,38.5000,20.7000,0,4.4,0.180,1,0
000643.,1915,0814202830.00,38.5000,20.5000,0,5.0,0.180,1,0
000644.,1915,0817025100.00,38.5000,20.5000,0,4.8,0.180,1,0
000645.,1915,0819063824.00,38.5000,20.5000,0,4.9,0.180,2,0
000646.,1915,0819064218.00,39.0000,20.0000,0,5.9,0.105,4,0
000647.,1915,0830145248.00,39.0000,20.0000,0,5.0,0.180,1,0
000648.,1915,0903020200.00,38.5000,20.5000,0,4.9,0.180,1,0
000649.,1915,0904201054.00,38.5000,20.5000,0,4.9,0.180,1,0
000650.,1915,0905185830.00,38.5000,20.5000,0,4.8,0.180,1,0
000651.,1915,0912001900.00,38.5000,20.7000,0,5.2,0.180,1,0
000652.,1915,0916072300.00,38.5000,20.7000,0,5.0,0.180,1,0
000653.,1915,0918205455.00,37.5000,22.2000,0,4.8,0.180,1,0
000654.,1915,0919110032.00,38.3000,23.5000,0,5.3,0.180,2,0
000655.,1915,0919125700.00,38.2000,21.0000,0,4.8,0.180,1,0
000656.,1915,1007031448.00,38.5000,20.5000,0,5.0,0.180,2,0
000657.,1915,1008003030.00,38.3000,23.5000,0,5.1,0.180,2,0
000658.,1915,1025001100.00,35.5000,25.0000,0,4.8,0.180,1,0
000659.,1915,1102224700.00,38.5000,21.8000,0,5.0,0.180,1,0
000660.,1915,1105220330.00,39.0000,20.0000,0,5.0,0.180,1,0
000661.,1915,1107213800.00,39.0000,20.0000,0,5.1,0.180,1,0
000662.,1915,1118181700.00,37.2000,21.6000,0,4.9,0.180,1,0
000663.,1915,1119185900.00,38.4000,21.8000,0,5.0,0.180,1,0
000664.,1915,1121224448.00,38.4000,21.8000,0,5.4,0.180,2,0
000665.,1915,1123124700.00,35.0000,23.0000,0,5.2,0.180,1,0
000666.,1915,1218233500.00,38.8000,20.8000,0,5.0,0.180,2,0
000667.,1915,1222081000.00,35.0000,27.0000,0,4.9,0.180,1,0
000668.,1915,1230014100.00,35.5000,24.5000,0,4.9,0.180,1,0
000669.,1915,1231194700.00,37.5000,22.5000,0,5.4,0.180,2,0
000670.,1916,0117063000.00,41.3000,22.5000,0,4.4,0.180,1,0
000671.,1916,0128050310.00,38.3000,21.7000,0,4.6,0.180,1,0
000672.,1916,0202035700.00,42.0000,21.4000,0,4.6,0.180,1,0
000673.,1916,0206131500.00,39.2000,23.2000,0,5.0,0.180,2,0
000674.,1916,0206144000.00,39.0000,23.5000,0,5.6,0.135,3,0
000675.,1916,0206151700.00,39.0000,23.5000,0,4.9,0.180,2,0
000676.,1916,0218220350.00,37.7000,23.2000,0,4.5,0.180,1,0
000677.,1916,0220031540.00,40.3000,20.8000,0,4.8,0.180,1,0
000678.,1916,0220053640.00,39.1000,23.5000,0,4.8,0.180,1,0
000679.,1916,0220084720.00,39.1000,23.5000,0,4.7,0.180,1,0
000680.,1916,0223102300.00,41.8000,22.5000,0,4.8,0.180,1,0
000681.,1916,0224122800.00,37.7000,21.0000,0,4.8,0.180,1,0
000682.,1916,0229010830.00,39.0000,22.8000,0,4.8,0.180,1,0
000683.,1916,0313092500.00,41.2000,22.5000,0,4.6,0.180,1,0
000684.,1916,0313093600.00,41.2000,22.5000,0,4.6,0.180,1,0
000685.,1916,0410223000.00,41.7000,22.0000,0,5.1,0.180,1,0
000686.,1916,0414015235.00,37.7000,22.0000,0,5.0,0.180,1,0
000687.,1916,0426155600.00,39.2000,26.5000,0,4.5,0.180,1,0
000688.,1916,0508085605.00,38.3000,23.4000,0,4.8,0.180,1,0
000689.,1916,0510172400.00,35.0000,23.0000,0,4.9,0.180,1,0
000690.,1916,0510210600.00,38.4000,23.5000,0,4.8,0.180,2,0
000691.,1916,0511111710.00,38.0000,22.8000,0,4.7,0.180,1,0
000692.,1916,0511161700.00,38.0000,23.0000,0,5.1,0.180,2,0
000693.,1916,0511173110.00,38.0000,22.8000,0,4.7,0.180,1,0
000694.,1916,0520221400.00,38.4000,23.5000,0,5.4,0.135,3,0
000695.,1916,0603120600.00,39.0000,23.2000,0,4.4,0.180,1,0
000696.,1916,0724020340.00,38.5000,22.3000,0,4.7,0.180,1,0
000697.,1916,0727030622.00,36.5000,25.7000,140,5.3,0.209,2,0
000698.,1916,0727043400.00,36.0000,25.5000,0,4.7,0.180,1,0
000699.,1916,0806202000.00,37.8000,21.2000,0,4.7,0.180,1,0
000700.,1916,0817202200.00,38.2000,26.2000,0,5.0,0.180,2,0
000701.,1916,0823093140.00,38.3000,23.5000,0,4.8,0.180,1,0
000702.,1916,0905234041.00,42.5000,18.7000,0,4.7,0.180,1,0
000703.,1916,0927010300.00,41.5000,22.7000,0,4.6,0.180,1,0
000704.,1916,0927150209.00,38.8000,23.0000,0,5.7,0.135,3,0
000705.,1916,0927153400.00,38.8000,23.0000,0,4.7,0.180,1,0
000706.,1916,1003111345.00,38.5000,23.5000,0,4.6,0.180,1,0
000707.,1916,1009051337.00,38.0000,20.5000,0,5.0,0.180,2,0
000708.,1916,1011030520.00,35.0000,25.2000,0,5.2,0.180,2,0
000709.,1916,1031044940.00,38.3000,20.6000,0,4.8,0.180,1,0
000710.,1916,1114102100.00,37.0000,21.0000,0,5.0,0.180,1,0
000711.,1916,1118022900.00,41.3000,22.5000,0,4.9,0.180,1,0
000712.,1916,1118022900.00,41.3000,22.5000,15,4.9,0.180,1,0
000713.,1916,1125020248.00,38.0000,19.0000,0,5.4,0.135,3,0
000714.,1916,1126053614.00,38.0000,19.0000,0,5.3,0.180,2,0
000715.,1916,1128111000.00,38.9000,21.9000,0,4.7,0.180,1,0
000716.,1916,1203033537.00,38.0000,19.0000,0,5.2,0.180,1,0
000717.,1916,1214074410.00,37.0000,21.0000,0,4.8,0.180,1,0
000718.,1916,1230033537.00,38.0000,19.0000,0,5.1,0.180,2,0
000719.,1917,0113225030.00,39.3000,22.0000,0,4.8,0.180,1,0
000720.,1917,0118173900.00,37.0000,21.0000,0,5.1,0.180,1,0
000721.,1917,0124090000.00,41.4000,21.6000,0,4.3,0.180,1,0
000722.,1917,0125100500.00,41.2000,20.7000,0,4.7,0.180,1,0
000723.,1917,0202175800.00,37.2000,22.0000,0,4.7,0.180,1,0
000724.,1917,0222045831.00,42.8000,18.0000,7,5.0,0.180,1,0
000725.,1917,0314181333.00,39.7000,20.3000,0,5.4,0.135,3,0
000726.,1917,0326000000.00,40.0000,20.0000,0,5.0,0.180,1,0
000727.,1917,0330015700.00,38.7000,23.0000,0,5.0,0.180,2,0
000728.,1917,0404133936.00,42.0000,23.0000,0,5.1,0.135,3,0
000729.,1917,0410194018.00,40.6000,27.1000,0,5.5,0.180,1,0
000730.,1917,0422220050.00,39.4000,21.0000,0,4.8,0.180,1,0
000731.,1917,0426131430.00,39.6000,19.9000,0,5.3,0.135,3,0
000732.,1917,0427194340.00,39.4000,21.0000,0,4.8,0.180,1,0
000733.,1917,0430054515.00,39.4000,21.0000,0,4.8,0.180,1,0
000734.,1917,0522071330.00,37.8000,21.2000,0,4.8,0.180,1,0
000735.,1917,0523054629.00,38.8000,19.8000,0,5.8,0.105,4,0
