SN,Year,MoDaHrMnSecs,Lat,Lon,Dep,MMf,sd2,n2,nMw
053354.,1993,0312053726.00,39.7160,19.7390,10,3.2,0.280,1,0
053355.,1993,0312062035.60,40.5690,23.1530,10,3.0,0.220,1,0
053356.,1993,0312072412.60,39.7810,19.1410,10,3.1,0.220,1,0
053360.,1993,0312125133.70,40.5650,23.1050,10,3.0,0.220,1,0
053363.,1993,0312165903.40,38.1540,28.0560,10,3.1,0.230,1,0
053364.,1993,0312210214.10,42.8270,18.6950,10,3.2,0.280,1,0
053365.,1993,0312224034.10,39.8320,25.3710,10,3.5,0.220,1,0
053367.,1993,0312231015.00,40.3820,18.5630,5,3.2,0.280,1,0
053371.,1993,0314022022.20,37.3400,21.6700,1,3.4,0.238,2,0
053372.,1993,0314022729.50,39.2080,28.1100,10,3.8,0.225,2,0
053373.,1993,0314023304.10,38.9460,23.0510,10,3.3,0.238,2,0
053376.,1993,0314144413.20,37.7700,21.4500,1,3.4,0.260,1,0
053379.,1993,0315084711.10,37.9500,28.1000,9,3.0,0.230,1,0
053382.,1993,0315155747.30,40.1060,24.3670,10,3.0,0.220,1,0
053383.,1993,0315194800.56,34.6662,29.0727,35,4.1,0.160,3,0
053384.,1993,0315204447.40,40.2940,25.0540,10,3.4,0.220,1,0
053386.,1993,0316065233.30,37.1280,22.6860,10,4.1,0.238,2,0
053391.,1993,0316175113.80,38.9500,26.1400,10,3.3,0.230,1,0
053393.,1993,0316220608.30,36.9290,29.1620,10,3.3,0.230,1,0
053399.,1993,0317123520.40,36.8900,29.3700,33,3.3,0.230,1,0
053400.,1993,0317132330.10,42.4610,24.0140,10,3.1,0.220,1,0
053401.,1993,0317165156.50,37.1100,22.0900,12,3.0,0.260,1,0
053404.,1993,0318013617.40,40.4170,28.0360,10,3.7,0.230,1,0
053405.,1993,0318013627.60,39.0390,23.9030,10,3.7,0.220,1,0
053408.,1993,0318031154.80,39.0700,26.2100,5,3.1,0.230,1,0
053409.,1993,0318071939.76,40.3937,28.0361,8,4.4,0.135,4,0
053410.,1993,0318072245.15,40.4589,27.9702,10,4.4,0.158,3,0
053411.,1993,0318075138.88,40.4034,28.0118,11,4.4,0.135,4,0
053412.,1993,0318075534.10,40.4150,27.9780,10,3.2,0.230,1,0
053414.,1993,0318091101.00,40.4290,28.0320,10,3.0,0.230,1,0
053421.,1993,0318130657.00,40.4330,28.0410,10,3.2,0.230,1,0
053422.,1993,0318154701.18,38.3130,22.2540,53,5.8,0.088,5,1
053424.,1993,0318182817.70,37.7300,21.0400,1,3.1,0.260,1,0
053425.,1993,0318231858.10,40.4020,26.2320,10,3.4,0.225,2,0
053426.,1993,0318234223.77,39.3438,20.4551,9,3.7,0.121,5,0
053429.,1993,0319112338.60,40.7750,27.4550,10,3.3,0.225,2,0
053430.,1993,0319125656.20,42.4480,24.1270,10,3.3,0.220,1,0
053431.,1993,0319133347.80,41.7600,23.5500,0,3.5,0.220,1,0
053433.,1993,0319230057.30,39.3440,20.4620,10,3.2,0.220,1,0
053434.,1993,0320050225.10,42.8700,18.3380,10,3.2,0.246,2,0
053436.,1993,0320060610.90,39.7180,23.4110,10,3.1,0.220,1,0
053438.,1993,0320082213.50,39.7370,23.3600,10,3.1,0.220,1,0
053447.,1993,0321034220.70,38.7220,26.4970,5,3.8,0.230,1,0
053448.,1993,0321035322.30,38.7600,26.5600,10,3.4,0.230,1,0
053449.,1993,0321043107.70,37.4320,27.7060,5,3.3,0.230,1,0
053450.,1993,0321045620.80,38.5660,25.9460,10,3.6,0.230,1,0
053451.,1993,0321050604.70,38.6890,26.4720,10,3.7,0.230,1,0
053452.,1993,0321122931.60,36.2560,27.1260,33,3.4,0.230,1,0
053455.,1993,0321202411.60,37.6100,22.0100,1,3.4,0.260,1,0
053458.,1993,0321235549.50,41.9030,20.9500,10,3.0,0.220,1,0
053461.,1993,0322104402.90,36.8970,29.1260,10,3.5,0.230,1,0
053462.,1993,0322222554.30,40.7600,19.8860,10,3.3,0.220,1,0
053463.,1993,0322233846.00,38.8000,26.9400,10,3.1,0.230,1,0
053464.,1993,0323003026.40,38.0160,20.8280,10,3.2,0.238,2,0
053465.,1993,0323032152.30,40.7170,19.9370,6,3.3,0.140,4,0
053466.,1993,0323121047.73,35.2545,23.9246,50,4.0,0.250,2,0
053467.,1993,0323130440.60,42.9700,23.8800,0,3.2,0.220,1,0
053470.,1993,0323140227.10,38.2200,20.1700,1,3.0,0.260,1,0
053471.,1993,0323170746.00,38.1800,20.5800,1,3.1,0.260,1,0
053472.,1993,0323184843.10,36.1300,23.2500,1,3.5,0.260,1,0
053473.,1993,0323212751.10,41.9030,20.5110,10,3.2,0.168,3,0
053474.,1993,0324034852.60,38.8770,26.1230,10,3.9,0.220,1,0
053475.,1993,0324080635.30,39.9120,21.5200,10,3.2,0.220,1,0
053479.,1993,0324140108.80,42.4620,24.2060,10,3.6,0.220,1,0
053480.,1993,0324144451.80,37.8940,21.2020,10,3.8,0.238,2,0
053484.,1993,0324211734.80,38.3600,22.2900,1,2.9,0.260,1,0
053488.,1993,0325054408.70,37.6796,21.3449,6,4.3,0.106,6,0
053490.,1993,0325154723.60,38.4140,21.9650,10,3.2,0.238,2,0
053491.,1993,0325214404.40,38.6880,26.2610,10,3.7,0.220,1,0
053492.,1993,0326024920.10,39.1760,27.8820,10,3.2,0.230,1,0
053493.,1993,0326114516.58,37.6310,21.4710,15,4.9,0.097,6,0
053494.,1993,0326114612.40,37.5700,21.4800,1,4.4,0.260,1,0
053496.,1993,0326115507.70,37.7800,21.4000,10,2.9,0.260,1,0
053497.,1993,0326115614.01,37.6050,21.5140,15,4.8,0.115,5,0
053498.,1993,0326115821.32,37.7120,21.5200,51,5.4,0.076,7,1
053499.,1993,0326120116.10,37.6030,21.9580,10,4.2,0.260,1,0
053500.,1993,0326121018.90,37.8500,21.4800,7,3.6,0.260,1,0
053501.,1993,0326121914.10,37.0210,21.6030,10,3.9,0.220,1,0
053502.,1993,0326122630.64,37.6249,21.3796,12,4.4,0.115,5,0
053503.,1993,0326123809.10,37.8070,21.6170,10,3.8,0.238,2,0
053504.,1993,0326124633.03,37.6809,21.4337,12,3.9,0.167,3,0
053505.,1993,0326124918.61,37.7170,21.4630,46,4.6,0.118,5,0
053506.,1993,0326130020.90,37.8000,21.4600,1,3.1,0.260,1,0
053507.,1993,0326131519.80,37.8220,21.6880,10,3.8,0.238,2,0
053508.,1993,0326134148.30,37.7500,21.3400,10,3.1,0.260,1,0
053511.,1993,0326151526.60,37.7900,21.4300,1,2.9,0.260,1,0
053513.,1993,0326162440.50,38.3400,21.9500,29,2.9,0.260,1,0
053517.,1993,0326184702.80,37.5800,21.4700,1,3.7,0.238,2,0
053518.,1993,0326192404.80,39.1190,27.8250,10,3.4,0.230,1,0
053520.,1993,0326200846.80,37.6300,21.4000,1,3.6,0.260,1,0
053521.,1993,0326204128.30,37.7900,21.5400,1,3.0,0.260,1,0
053524.,1993,0326221304.10,37.5060,21.1990,10,3.6,0.260,1,0
053525.,1993,0326233351.60,38.1300,24.2800,22,3.1,0.260,1,0
053526.,1993,0326235424.10,37.7300,21.4200,1,3.0,0.260,1,0
053527.,1993,0327013544.00,37.6740,21.3370,10,3.5,0.238,2,0
053528.,1993,0327014950.10,37.6700,21.6100,1,2.9,0.260,1,0
053529.,1993,0327015137.30,37.7200,21.4000,1,3.1,0.260,1,0
053532.,1993,0327035714.80,37.7000,21.5000,1,3.1,0.260,1,0
053533.,1993,0327035931.20,38.0600,21.5600,38,3.3,0.260,1,0
053534.,1993,0327042514.50,37.7300,21.5400,1,2.9,0.260,1,0
053535.,1993,0327044505.40,37.3400,21.5400,1,3.4,0.260,1,0
053536.,1993,0327045050.00,37.7800,21.3100,1,2.9,0.260,1,0
053537.,1993,0327051605.00,37.2860,21.5630,10,3.5,0.238,2,0
053538.,1993,0327052904.20,37.5800,21.3300,1,3.1,0.260,1,0
053539.,1993,0327061645.80,37.6730,21.3040,10,3.7,0.238,2,0
053540.,1993,0327062648.10,37.3900,21.5000,1,3.0,0.260,1,0
053541.,1993,0327065100.98,37.4734,21.5524,12,4.6,0.134,4,0
053543.,1993,0327081008.20,37.4280,21.4950,10,3.7,0.238,2,0
053544.,1993,0327081545.50,39.0260,27.3360,10,3.3,0.230,1,0
053545.,1993,0327081954.30,39.1860,27.9690,33,4.1,0.167,3,0
053546.,1993,0327091700.52,37.6671,21.4306,12,4.1,0.225,2,0
053547.,1993,0327092254.95,37.6771,21.4492,12,3.8,0.167,3,0
053548.,1993,0327093508.00,37.7430,21.5990,10,3.6,0.238,2,0
053549.,1993,0327102318.60,37.8100,21.5300,10,3.0,0.260,1,0
053550.,1993,0327112334.70,37.5900,21.3200,18,3.7,0.260,1,0
053551.,1993,0327113404.50,37.8000,21.4700,16,3.4,0.260,1,0
053552.,1993,0327114331.10,37.7900,21.3800,10,3.0,0.260,1,0
053553.,1993,0327120308.30,37.5800,21.5400,1,3.7,0.260,1,0
053554.,1993,0327125021.30,37.6400,21.4700,1,3.7,0.260,1,0
053555.,1993,0327140850.10,37.6800,21.6200,1,3.6,0.260,1,0
053557.,1993,0327162208.38,37.6236,21.4100,12,3.7,0.167,3,0
053558.,1993,0327185554.70,37.5400,21.3300,1,3.9,0.238,2,0
053559.,1993,0327200358.00,37.7600,21.4100,1,3.6,0.260,1,0
053560.,1993,0327202251.50,38.2300,21.9000,45,2.9,0.260,1,0
053562.,1993,0327210412.50,37.7000,21.3700,1,3.6,0.260,1,0
053563.,1993,0327223854.50,39.5590,20.5500,10,3.1,0.220,1,0
053564.,1993,0327231713.80,37.7600,21.4000,8,2.9,0.260,1,0
053565.,1993,0327234708.47,41.1894,23.2319,1,4.3,0.115,5,0
053566.,1993,0327235423.00,41.2300,23.1560,10,3.1,0.220,1,0
053567.,1993,0327235445.50,41.1890,23.1900,10,3.5,0.220,1,0
053569.,1993,0328000641.70,41.2170,23.1890,10,3.8,0.238,2,0
053574.,1993,0328001457.90,41.2000,23.1400,0,3.0,0.220,1,0
053576.,1993,0328005239.50,42.2080,25.5020,10,3.8,0.220,1,0
053577.,1993,0328024550.07,36.7327,21.3838,15,3.5,0.244,2,0
053578.,1993,0328033125.40,37.6210,21.2610,10,3.6,0.238,2,0
053579.,1993,0328041411.80,37.9000,21.5600,10,3.0,0.260,1,0
053581.,1993,0328045810.80,37.6260,21.5230,10,3.6,0.238,2,0
053582.,1993,0328071602.90,37.5800,21.6300,1,3.0,0.260,1,0
053583.,1993,0328082011.20,38.1900,21.8300,22,2.9,0.260,1,0
053584.,1993,0328101924.80,41.1990,23.1140,10,3.0,0.220,1,0
053587.,1993,0328121250.20,37.7000,21.3900,1,2.9,0.260,1,0
053589.,1993,0328172858.30,37.7800,21.2900,1,3.0,0.260,1,0
053590.,1993,0328192135.90,39.9300,20.4130,10,3.2,0.220,1,0
053592.,1993,0328220725.40,37.6800,21.5400,1,2.9,0.260,1,0
053593.,1993,0328225704.57,37.4195,21.5195,12,3.9,0.238,2,0
053594.,1993,0329004136.00,41.2100,23.1240,10,3.0,0.220,1,0
053595.,1993,0329010421.10,37.7100,21.4100,1,3.5,0.260,1,0
053596.,1993,0329011049.34,37.7295,21.4835,12,3.5,0.167,3,0
053597.,1993,0329011949.70,37.5510,21.0490,10,3.5,0.260,1,0
053598.,1993,0329012430.80,37.7900,21.4800,7,3.5,0.260,1,0
053599.,1993,0329012850.80,37.7200,21.4300,1,3.7,0.238,2,0
053600.,1993,0329020248.60,37.6650,21.3270,10,3.7,0.238,2,0
053601.,1993,0329022328.73,37.6150,21.3595,12,3.6,0.167,3,0
053602.,1993,0329032711.20,37.5190,21.4591,12,3.9,0.167,3,0
053603.,1993,0329054400.90,36.0880,20.2750,10,4.6,0.238,2,0
053604.,1993,0329055743.57,37.6126,21.4252,8,4.3,0.134,4,0
053608.,1993,0329115706.00,37.6730,21.3890,10,3.9,0.238,2,0
053609.,1993,0329131011.40,38.1000,21.4900,21,2.9,0.260,1,0
053610.,1993,0329131148.60,37.6570,21.3650,10,3.9,0.238,2,0
053614.,1993,0329160454.00,37.6900,21.4100,1,3.1,0.260,1,0
053616.,1993,0329180633.65,39.0046,26.3509,11,4.2,0.135,4,0
053617.,1993,0329182645.00,38.9630,26.2660,10,3.7,0.225,2,0
053618.,1993,0329191345.00,42.6180,23.2000,5,3.4,0.220,1,0
053619.,1993,0329201539.90,38.6110,21.7200,10,3.6,0.238,2,0
053620.,1993,0329224718.41,37.7077,21.3100,12,4.3,0.115,5,0
053622.,1993,0330025617.80,37.6800,21.5900,1,3.1,0.260,1,0
053623.,1993,0330025925.37,37.6283,21.4356,5,3.8,0.167,3,0
053625.,1993,0330035054.70,37.1900,21.4460,10,3.4,0.238,2,0
053626.,1993,0330035854.10,37.6900,21.5710,10,3.6,0.238,2,0
053627.,1993,0330042410.87,37.7080,21.3649,12,4.0,0.167,3,0
053628.,1993,0330073605.30,38.1070,28.9030,10,3.4,0.230,1,0
053629.,1993,0330085353.40,40.5990,23.8700,10,3.0,0.220,1,0
053631.,1993,0330102457.01,37.6268,21.4314,12,4.0,0.167,3,0
053632.,1993,0330103036.50,37.7400,21.3100,1,3.6,0.260,1,0
053633.,1993,0330104304.50,37.5628,21.3440,1,3.9,0.167,3,0
053635.,1993,0330130024.30,37.4300,21.1710,10,3.5,0.260,1,0
053637.,1993,0330161731.43,37.5929,21.3125,12,3.9,0.167,3,0
053638.,1993,0330171416.40,37.7000,21.4000,1,3.0,0.260,1,0
053639.,1993,0330190855.41,37.7007,21.4228,6,4.4,0.115,5,0
053640.,1993,0330192745.20,37.6400,21.4300,1,3.4,0.260,1,0
053641.,1993,0330194919.30,37.6900,21.4000,1,2.9,0.260,1,0
053642.,1993,0330202504.50,37.6000,21.0600,1,3.8,0.260,1,0
053645.,1993,0330210520.30,37.7100,21.4600,1,3.3,0.260,1,0
053646.,1993,0330223703.70,37.7450,21.4550,10,3.6,0.238,2,0
053647.,1993,0331002241.70,37.4600,21.7200,10,2.9,0.260,1,0
053648.,1993,0331002534.00,37.6730,21.4110,10,3.9,0.238,2,0
053649.,1993,0331013359.70,37.7500,21.4300,10,2.9,0.260,1,0
053653.,1993,0331052759.30,38.7950,23.4550,10,3.0,0.220,1,0
053656.,1993,0331092801.10,37.7400,21.6200,1,3.0,0.260,1,0
053657.,1993,0331093847.70,42.8000,23.5700,0,3.0,0.220,1,0
053660.,1993,0331110948.80,37.6600,21.4400,1,3.5,0.260,1,0
053663.,1993,0331124906.02,36.3308,21.1111,14,3.8,0.167,3,0
053664.,1993,0331145647.00,37.6710,21.3660,10,3.7,0.238,2,0
053665.,1993,0331175551.40,37.6880,21.3880,10,3.8,0.167,3,0
053666.,1993,0331182046.16,39.1330,28.0890,15,4.6,0.098,6,0
053667.,1993,0331184722.60,39.0440,27.6780,10,3.1,0.230,1,0
053668.,1993,0331190006.30,37.7400,21.4500,1,2.9,0.260,1,0
053669.,1993,0331215516.09,37.6618,21.4851,12,3.9,0.167,3,0
053670.,1993,0401010454.43,37.6520,21.4948,12,3.8,0.167,3,0
053671.,1993,0401012527.03,39.9843,19.6922,4,3.5,0.253,2,0
053673.,1993,0401022337.00,40.0720,21.2250,10,3.0,0.220,1,0
053674.,1993,0401034120.30,37.7300,21.4700,1,2.9,0.260,1,0
053675.,1993,0401041010.24,39.9613,19.5933,1,3.6,0.152,4,0
053677.,1993,0401132451.14,39.3623,25.5526,3,4.0,0.135,4,0
053679.,1993,0401140914.00,37.5880,21.2690,10,3.6,0.238,2,0
053681.,1993,0401151235.77,34.8996,22.9286,10,3.9,0.167,3,0
053682.,1993,0402015948.50,37.3009,21.3872,10,3.9,0.238,2,0
053683.,1993,0402063403.90,37.5640,21.2900,33,3.6,0.238,2,0
053685.,1993,0402084501.60,39.5650,20.2120,10,3.3,0.220,1,0
053687.,1993,0402121748.50,42.7870,24.0570,10,3.6,0.220,1,0
053688.,1993,0402125945.80,39.1340,27.5700,10,3.0,0.230,1,0
053689.,1993,0402144511.80,41.0990,20.2960,10,3.2,0.220,1,0
053691.,1993,0402170727.10,41.7800,22.8600,0,3.0,0.220,1,0
053693.,1993,0402231427.91,38.7269,21.2964,11,4.0,0.167,3,0
053694.,1993,0402234746.20,39.2770,29.1670,10,3.5,0.230,1,0
053696.,1993,0403045044.60,41.6470,22.8440,10,3.2,0.220,1,0
053697.,1993,0403045259.90,41.8290,22.8630,10,3.5,0.238,2,0
053700.,1993,0403123154.20,40.5930,23.7400,10,3.2,0.220,1,0
053703.,1993,0403211105.22,37.3250,21.2949,12,4.0,0.167,3,0
053704.,1993,0403220651.80,37.5110,21.3900,10,3.5,0.260,1,0
053705.,1993,0403224818.40,39.8140,19.8450,10,3.5,0.220,1,0
053708.,1993,0404004335.70,38.0160,20.7910,10,3.6,0.260,1,0
053710.,1993,0404065354.60,37.8360,26.7420,5,3.4,0.230,1,0
053713.,1993,0404152627.71,34.5240,27.5478,29,4.0,0.244,2,0
053716.,1993,0405022351.60,36.3870,26.9750,10,3.4,0.230,1,0
053724.,1993,0405152416.40,38.3300,22.3730,10,3.3,0.238,2,0
053726.,1993,0406010205.00,37.9260,29.9220,10,3.2,0.230,1,0
053731.,1993,0406094644.40,40.9040,21.4010,10,3.0,0.220,1,0
053732.,1993,0406095635.70,39.4650,27.0990,20,4.0,0.225,2,0
053734.,1993,0406102426.90,39.0850,27.4370,10,3.3,0.230,1,0
053741.,1993,0406171047.70,37.7080,21.4120,10,3.5,0.238,2,0
053742.,1993,0406195850.50,41.9650,23.0820,10,3.2,0.220,1,0
053744.,1993,0406235257.50,38.7610,26.0630,10,3.8,0.167,3,0
053747.,1993,0407022024.50,38.7250,28.0130,10,3.3,0.230,1,0
053748.,1993,0407030927.30,37.6300,23.2100,35,3.0,0.260,1,0
053756.,1993,0407121502.82,34.2690,25.1730,15,4.7,0.108,5,0
053757.,1993,0407151025.50,40.3680,27.9250,10,3.0,0.230,1,0
053767.,1993,0408174821.20,39.1360,27.9400,10,3.0,0.230,1,0
053768.,1993,0408174943.60,37.1730,20.4130,10,3.6,0.260,1,0
053769.,1993,0408175351.30,38.9100,26.2400,10,3.4,0.230,1,0
053770.,1993,0408175523.20,38.6590,26.0170,33,3.7,0.167,3,0
053771.,1993,0408182457.60,37.5560,21.0240,10,3.6,0.260,1,0
053772.,1993,0408191517.30,39.7050,20.6310,13,3.0,0.238,2,0
053775.,1993,0409021912.20,39.2520,28.1600,10,3.3,0.230,1,0
053778.,1993,0409125620.40,42.0090,24.4100,10,3.0,0.220,1,0
053779.,1993,0409142629.70,38.2280,21.6020,5,3.8,0.238,2,0
053781.,1993,0409162932.00,37.2170,28.8240,10,3.3,0.230,1,0
053789.,1993,0410120031.30,37.1800,21.3600,1,3.8,0.260,1,0
053790.,1993,0410132415.00,39.5330,28.5050,10,3.0,0.230,1,0
053794.,1993,0410164532.60,38.5500,20.5090,10,3.4,0.238,2,0
053795.,1993,0410175453.40,39.5520,28.5620,10,3.0,0.230,1,0
053796.,1993,0410182127.10,42.0520,25.6710,10,3.4,0.220,1,0
053798.,1993,0410194558.40,38.4290,22.0640,10,3.2,0.220,1,0
053801.,1993,0411132526.40,38.6350,23.8610,10,3.5,0.238,2,0
053803.,1993,0411170418.20,37.6490,21.2710,10,3.8,0.238,2,0
053804.,1993,0411195113.90,40.3590,23.9190,10,3.1,0.220,1,0
053805.,1993,0411232440.00,41.5740,24.1110,10,3.6,0.220,1,0
053806.,1993,0412012305.68,37.8526,20.9395,13,3.7,0.270,2,0
053807.,1993,0412015646.40,40.8210,28.7630,10,3.0,0.230,1,0
053809.,1993,0412031303.20,39.1250,28.7320,10,3.0,0.230,1,0
053810.,1993,0412032356.70,40.8170,20.9140,10,3.2,0.220,1,0
053814.,1993,0412094430.40,39.2180,22.0340,10,3.2,0.220,1,0
053815.,1993,0412100512.70,39.2030,22.0740,21,3.1,0.220,1,0
053816.,1993,0412103328.20,41.6200,23.5000,10,3.0,0.220,1,0
053821.,1993,0412155758.08,37.7323,21.1617,13,3.9,0.167,3,0
053824.,1993,0412201429.00,41.9180,23.0760,10,3.1,0.220,1,0
053825.,1993,0412204213.48,35.4637,23.7908,30,4.2,0.167,3,0
053833.,1993,0413185208.20,38.5100,20.5120,10,3.4,0.177,3,0
053834.,1993,0413210143.00,40.6100,21.3080,10,3.4,0.220,1,0
053835.,1993,0413213858.40,39.2750,22.1410,10,3.2,0.238,2,0
053836.,1993,0413215120.40,39.1920,22.0730,16,3.3,0.238,2,0
053837.,1993,0414063752.90,37.9050,29.2260,10,3.3,0.230,1,0
053843.,1993,0415003216.37,38.5988,20.5209,9,3.8,0.177,3,0
053847.,1993,0415105208.40,40.4060,28.9020,10,3.2,0.230,1,0
053851.,1993,0415144510.15,36.2703,26.7799,131,4.5,0.245,2,0
053855.,1993,0416093112.00,37.9830,27.1610,5,3.4,0.230,1,0
053856.,1993,0416113254.20,38.9000,29.9900,15,3.3,0.230,1,0
053863.,1993,0416233748.60,41.2310,19.4780,10,3.4,0.140,4,0
053864.,1993,0417002435.10,38.5140,20.4510,10,3.0,0.260,1,0
053871.,1993,0417132905.60,40.3780,25.9280,14,3.5,0.167,3,0
053874.,1993,0417182518.70,39.0280,22.0480,10,3.0,0.220,1,0
053880.,1993,0418085510.10,39.2500,28.0570,10,3.2,0.230,1,0
053881.,1993,0418133735.20,42.9910,19.1540,10,3.2,0.220,1,0
053884.,1993,0418185036.10,40.4680,23.5090,10,3.3,0.220,1,0
053888.,1993,0419024825.60,39.1500,27.9820,10,3.0,0.230,1,0
053889.,1993,0419045849.37,36.3864,27.8679,46,4.4,0.122,5,0
053890.,1993,0419070415.90,39.6070,28.7940,10,3.1,0.230,1,0
053896.,1993,0419094657.70,39.6290,29.4380,10,3.0,0.230,1,0
053900.,1993,0419173126.50,38.6080,21.7130,10,3.4,0.220,1,0
053903.,1993,0419230451.40,39.9180,19.8240,10,3.2,0.150,4,0
053907.,1993,0420043443.10,39.9890,19.8240,10,3.0,0.260,1,0
053909.,1993,0420081530.60,38.6540,29.2900,10,3.1,0.230,1,0
053910.,1993,0420134211.58,34.0453,26.2544,26,4.7,0.134,4,0
053920.,1993,0422032800.70,37.1680,28.1990,10,3.3,0.230,1,0
053925.,1993,0422090627.80,37.7200,21.5200,1,2.9,0.260,1,0
053928.,1993,0422093331.20,36.2480,29.1720,10,3.2,0.230,1,0
053931.,1993,0422113434.30,36.9100,29.2460,10,3.4,0.230,1,0
053933.,1993,0422145637.00,42.5330,21.9650,9,3.6,0.220,2,0
053937.,1993,0422174317.10,41.7480,19.4650,10,3.0,0.220,1,0
053939.,1993,0422213338.20,38.4140,22.3040,10,3.4,0.260,1,0
053941.,1993,0423005203.46,35.4275,25.8284,90,4.2,0.250,1,0
053942.,1993,0423020234.30,39.9760,28.8780,10,4.1,0.225,2,0
053943.,1993,0423040018.20,37.8850,27.6120,10,3.1,0.230,1,0
053945.,1993,0423052204.71,37.6218,22.1565,12,4.0,0.167,3,0
053948.,1993,0423123119.60,42.8870,23.9960,10,3.6,0.220,1,0
053950.,1993,0423172022.10,39.3510,23.0190,10,3.0,0.220,1,0
053953.,1993,0424041355.65,36.4663,26.8145,150,4.2,0.245,2,0
053955.,1993,0424062030.20,38.6070,23.5190,10,3.9,0.238,2,0
053956.,1993,0424063322.50,38.7200,23.5500,0,3.3,0.220,1,0
053957.,1993,0424063739.90,38.6960,23.5150,10,3.4,0.220,1,0
053959.,1993,0424112355.70,42.9540,18.0130,5,3.9,0.168,1,0
053962.,1993,0424152314.70,39.0720,27.5080,10,3.1,0.230,1,0
053966.,1993,0424205808.28,35.5733,28.3189,30,3.6,0.230,1,0
053968.,1993,0425051001.60,40.0510,21.7230,10,3.0,0.220,1,0
053972.,1993,0425192551.55,35.4305,28.1189,30,4.3,0.238,2,0
053973.,1993,0425194427.64,35.4194,28.0435,30,4.1,0.244,2,0
053974.,1993,0425223217.85,35.4644,28.0904,30,3.6,0.230,1,0
053979.,1993,0426093725.20,41.3500,20.2430,10,3.0,0.220,1,0
053982.,1993,0426162338.20,38.4500,20.5200,27,2.9,0.260,1,0
053983.,1993,0426185433.81,37.5121,20.5396,15,3.9,0.167,3,0
053984.,1993,0426225150.00,38.1300,20.5600,10,2.9,0.260,1,0
053985.,1993,0427122142.20,42.4970,24.1430,10,3.5,0.220,1,0
053990.,1993,0427192243.97,38.2936,24.0142,13,4.0,0.167,3,0
053991.,1993,0427194544.00,38.0500,24.1700,1,3.2,0.260,1,0
053992.,1993,0427200605.30,38.9090,25.4940,10,3.3,0.230,1,0
053993.,1993,0427204221.30,40.6570,27.4840,10,3.3,0.230,1,0
053994.,1993,0427222221.04,42.2208,21.3241,9,3.9,0.170,3,0
053995.,1993,0428040211.20,39.5110,26.2970,10,3.1,0.230,1,0
054001.,1993,0428102403.24,35.4675,28.1135,30,4.1,0.244,2,0
054004.,1993,0428142005.50,42.1670,20.1400,10,3.6,0.246,2,0
054005.,1993,0428145747.10,39.1940,20.5220,10,3.5,0.177,3,0
054006.,1993,0428180432.10,42.9150,20.8010,10,3.5,0.220,2,0
054007.,1993,0428192449.15,34.3026,23.7830,33,4.2,0.158,3,0
054009.,1993,0429032727.30,37.7100,21.4400,1,3.7,0.238,2,0
054014.,1993,0429075430.47,37.6711,21.3901,13,4.8,0.097,6,0
054016.,1993,0429090332.40,37.8640,21.4200,10,3.8,0.238,2,0
054019.,1993,0429121339.30,42.4530,24.0710,10,3.5,0.220,1,0
054022.,1993,0429143644.10,40.2430,29.7140,10,3.1,0.230,1,0
054026.,1993,0429200407.20,40.0950,20.2640,10,3.1,0.220,1,0
054027.,1993,0429221247.74,42.4335,21.0177,6,4.0,0.170,3,0
054028.,1993,0430021059.00,40.9400,25.6300,10,3.6,0.220,1,0
054031.,1993,0430054544.30,38.5450,20.4000,10,3.4,0.238,2,0
054034.,1993,0430074351.20,40.1110,24.7730,10,3.8,0.225,2,0
054039.,1993,0430114557.10,38.0770,26.9440,10,3.4,0.230,1,0
054041.,1993,0430134500.30,41.6340,22.3140,10,3.0,0.220,1,0
054042.,1993,0430140901.60,37.9310,26.7490,10,3.9,0.167,3,0
054043.,1993,0430141824.30,37.9930,26.9130,10,3.6,0.230,1,0
054044.,1993,0430142049.00,37.9680,26.8090,10,3.5,0.230,1,0
054045.,1993,0430145651.60,37.9470,26.7630,10,3.8,0.244,2,0
054046.,1993,0430154202.60,37.9470,26.8510,10,3.8,0.244,2,0
054047.,1993,0430163525.50,34.1208,26.4850,25,3.9,0.230,1,0
054050.,1993,0430192206.80,40.3770,27.0580,10,3.0,0.230,1,0
054051.,1993,0430210118.10,39.2190,22.0160,10,3.3,0.238,2,0
054052.,1993,0430221811.40,37.3100,28.3910,5,4.1,0.225,2,0
054053.,1993,0430235822.90,38.8310,27.1290,10,3.1,0.230,1,0
054054.,1993,0430235946.50,37.8500,27.3000,10,3.3,0.230,1,0
054055.,1993,0501005822.70,38.8430,27.2360,10,3.1,0.230,1,0
054056.,1993,0501022256.90,39.4010,23.6550,10,3.2,0.220,1,0
054058.,1993,0501080813.30,40.1460,29.2700,10,3.1,0.230,1,0
054061.,1993,0501130357.60,40.8200,21.5640,10,3.0,0.220,1,0
054062.,1993,0501212902.00,37.9900,26.9170,10,3.3,0.230,1,0
054063.,1993,0501215457.80,37.7400,21.5700,1,2.9,0.260,1,0
054065.,1993,0502022643.20,37.6600,21.4100,1,3.1,0.260,1,0
054066.,1993,0502032759.30,38.8510,27.7580,10,3.3,0.230,1,0
054067.,1993,0502042640.70,37.1720,28.3320,10,3.6,0.230,1,0
054068.,1993,0502061551.88,34.2602,24.3148,30,4.4,0.167,3,0
054072.,1993,0502102145.60,34.5190,25.0606,25,4.3,0.260,1,0
